BioSample	BioSampleModel	Experiment	Library_Name	MBases	MBytes	Microbiota	Run	SRA_Sample	Sample_Name	Treatment	collection_date	host_genotype	replicate	Assay_Type	AvgSpotLen	BioProject	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
SAMN07731680	MIGS/MIMS/MIMARKS.host-associated	SRX3239751	168L04	24	18	SPF-4	SRR6127083	SRS2563022	Mouse gut 16S rRNA_V4 168L04	none	06-Apr-2014	C57BL/6N	biological replicate 110	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731748	MIGS/MIMS/MIMARKS.host-associated	SRX3239754	230L08	25	18	SPF-2	SRR6127080	SRS2563025	Mouse gut 16S rRNA_V4 230L08	none	21-Apr-2014	C57BL/6N	biological replicate 178	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731746	MIGS/MIMS/MIMARKS.host-associated	SRX3239756	229L08	15	11	SPF-2	SRR6127078	SRS2563026	Mouse gut 16S rRNA_V4 229L08	none	21-Apr-2014	C57BL/6N	biological replicate 176	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731745	MIGS/MIMS/MIMARKS.host-associated	SRX3239755	228L08	22	16	SPF-2	SRR6127079	SRS2563027	Mouse gut 16S rRNA_V4 228L08	none	21-Apr-2014	C57BL/6N	biological replicate 175	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731743	MIMS.me	SRX3239757	226L08	25	18	SPF-2	SRR6127077	SRS2563028	Mouse gut 16S rRNA_V4 226L08	none	21-Apr-2014	C57BL/6N	biological replicate 173	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731744	MIGS/MIMS/MIMARKS.host-associated	SRX3239758	227L08	27	19	SPF-2	SRR6127076	SRS2563029	Mouse gut 16S rRNA_V4 227L08	none	21-Apr-2014	C57BL/6N	biological replicate 174	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731741	MIGS/MIMS/MIMARKS.host-associated	SRX3239759	224L08	32	23	SPF-4	SRR6127075	SRS2563030	Mouse gut 16S rRNA_V4 224L08	none	21-Apr-2014	C57BL/6N	biological replicate 171	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731742	MIGS/MIMS/MIMARKS.host-associated	SRX3239760	225L08	39	29	SPF-2	SRR6127074	SRS2563031	Mouse gut 16S rRNA_V4 225L08	none	21-Apr-2014	C57BL/6N	biological replicate 172	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731749	MIMS.me	SRX3239761	231L08	28	21	SPF-2	SRR6127073	SRS2563032	Mouse gut 16S rRNA_V4 231L08	none	21-Apr-2014	C57BL/6N	biological replicate 179	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731750	MIGS/MIMS/MIMARKS.host-associated	SRX3239762	232L08	17	12	SPF-2	SRR6127072	SRS2563033	Mouse gut 16S rRNA_V4 232L08	none	21-Apr-2014	C57BL/6N	biological replicate 180	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731629	MIGS/MIMS/MIMARKS.host-associated	SRX3239763	143L19	10	8	SPF-1	SRR6127071	SRS2563034	Mouse gut 16S rRNA_V4 143L19	none	08-Feb-2016	C57BL/6N	biological replicate 59	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731630	MIGS/MIMS/MIMARKS.host-associated	SRX3239764	144L04	11	8	SPF-2	SRR6127070	SRS2563035	Mouse gut 16S rRNA_V4 144L04	none	06-Apr-2014	C57BL/6N	biological replicate 60	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731627	MIMS.me	SRX3239765	142L19	8	6	SPF-1	SRR6127069	SRS2563036	Mouse gut 16S rRNA_V4 142L19	none	08-Feb-2016	C57BL/6N	biological replicate 57	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731628	MIGS/MIMS/MIMARKS.host-associated	SRX3239766	143L04	27	20	SPF-2	SRR6127068	SRS2563037	Mouse gut 16S rRNA_V4 143L04	none	06-Apr-2014	C57BL/6N	biological replicate 58	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731626	MIGS/MIMS/MIMARKS.host-associated	SRX3239768	141L19	13	10	SPF-1	SRR6127066	SRS2563039	Mouse gut 16S rRNA_V4 141L19	none	08-Feb-2016	C57BL/6N	biological replicate 56	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731623	MIMS.me	SRX3239769	13L26	4	2	SPF-1	SRR6127065	SRS2563040	Mouse gut 16S rRNA_V4 13L26	none	24-Oct-2016	Rag2	biological replicate 53	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731624	MIGS/MIMS/MIMARKS.host-associated	SRX3239770	140L19	15	11	SPF-2	SRR6127064	SRS2563041	Mouse gut 16S rRNA_V4 140L19	none	08-Feb-2016	C57BL/6N	biological replicate 54	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731622	MIGS/MIMS/MIMARKS.host-associated	SRX3239772	13L15	12	9	SPF-1	SRR6127062	SRS2563043	Mouse gut 16S rRNA_V4 13L15	none	05-Jun-2016	C57BL/6N	biological replicate 52	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731824	MIMS.me	SRX3239775	322L08	21	15	SPF-1	SRR6127059	SRS2563046	Mouse gut 16S rRNA_V4 322L08	none	21-Apr-2014	Rag2	biological replicate 254	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731823	MIMS.me	SRX3239776	321L08	13	10	SPF-1	SRR6127058	SRS2563048	Mouse gut 16S rRNA_V4 321L08	none	21-Apr-2014	Rag2	biological replicate 253	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731821	MIGS/MIMS/MIMARKS.host-associated	SRX3239778	320L08	27	20	SPF-1	SRR6127056	SRS2563049	Mouse gut 16S rRNA_V4 320L08	none	21-Apr-2014	Rag2	biological replicate 251	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731825	MIGS/MIMS/MIMARKS.host-associated	SRX3239782	323L08	23	17	SPF-1	SRR6127052	SRS2563053	Mouse gut 16S rRNA_V4 323L08	none	21-Apr-2014	Rag2	biological replicate 255	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731881	MIMS.me	SRX3239785	355L13	12	9	SPF-1	SRR6127049	SRS2563055	Mouse gut 16S rRNA_V4 355L13	none	13-Apr-2015	CD4	biological replicate 311	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731884	MIMS.me	SRX3239784	356L13	13	10	SPF-1	SRR6127050	SRS2563056	Mouse gut 16S rRNA_V4 356L13	none	13-Apr-2015	C57BL/6N	biological replicate 314	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731882	MIGS/MIMS/MIMARKS.host-associated	SRX3239786	356L06	25	18	SPF-1	SRR6127048	SRS2563057	Mouse gut 16S rRNA_V4 356L06	none	03-Jul-2014	muMT	biological replicate 312	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731887	MIGS/MIMS/MIMARKS.host-associated	SRX3239787	358L06	21	15	SPF-1	SRR6127047	SRS2563058	Mouse gut 16S rRNA_V4 358L06	none	03-Jul-2014	C57BL/6N	biological replicate 317	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731888	MIMS.me	SRX3239788	358L13	16	12	SPF-1	SRR6127046	SRS2563059	Mouse gut 16S rRNA_V4 358L13	none	13-Apr-2015	C57BL/6N	biological replicate 318	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731885	MIMS.me	SRX3239789	357L06	20	14	SPF-1	SRR6127045	SRS2563060	Mouse gut 16S rRNA_V4 357L06	none	03-Jul-2014	muMT	biological replicate 315	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731886	MIGS/MIMS/MIMARKS.host-associated	SRX3239790	357L13	16	11	SPF-1	SRR6127044	SRS2563061	Mouse gut 16S rRNA_V4 357L13	none	13-Apr-2015	C57BL/6N	biological replicate 316	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731889	MIGS/MIMS/MIMARKS.host-associated	SRX3239791	359L06	12	9	SPF-1	SRR6127043	SRS2563062	Mouse gut 16S rRNA_V4 359L06	none	03-Jul-2014	C57BL/6N	biological replicate 319	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731890	MIMS.me	SRX3239792	35L15	12	9	SPF-1	SRR6127042	SRS2563063	Mouse gut 16S rRNA_V4 35L15	none	05-Jun-2016	C57BL/6N	biological replicate 320	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731999	MIMS.me	SRX3239793	71L26	6	4	SPF-1	SRR6127041	SRS2563064	Mouse gut 16S rRNA_V4 71L26	none	24-Oct-2016	C57BL/6N	biological replicate 429	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731991	MIGS/MIMS/MIMARKS.host-associated	SRX3239795	65L26	10	6	SPF-2	SRR6127039	SRS2563065	Mouse gut 16S rRNA_V4 65L26	none	24-Oct-2016	C57BL/6N	biological replicate 421	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732000	MIGS/MIMS/MIMARKS.host-associated	SRX3239794	72L26	27	17	cSPF-2	SRR6127040	SRS2563066	Mouse gut 16S rRNA_V4 72L26	none	24-Oct-2016	C57BL/6N	biological replicate 430	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731992	MIMS.me	SRX3239796	66L26	8	5	SPF-2	SRR6127038	SRS2563067	Mouse gut 16S rRNA_V4 66L26	none	24-Oct-2016	C57BL/6N	biological replicate 422	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731994	MIMS.me	SRX3239798	68L26	9	5	SPF-1	SRR6127036	SRS2563068	Mouse gut 16S rRNA_V4 68L26	none	24-Oct-2016	C57BL/6N	biological replicate 424	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731993	MIGS/MIMS/MIMARKS.host-associated	SRX3239797	67L26	6	4	SPF-1	SRR6127037	SRS2563069	Mouse gut 16S rRNA_V4 67L26	none	24-Oct-2016	C57BL/6N	biological replicate 423	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731995	MIGS/MIMS/MIMARKS.host-associated	SRX3239799	69L26	7	5	SPF-1	SRR6127035	SRS2563070	Mouse gut 16S rRNA_V4 69L26	none	24-Oct-2016	C57BL/6N	biological replicate 425	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731996	MIMS.me	SRX3239800	6L15	8	5	SPF-1	SRR6127034	SRS2563071	Mouse gut 16S rRNA_V4 6L15	none	05-Jun-2016	C57BL/6N	biological replicate 426	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731997	MIMS.me	SRX3239801	6L26	6	4	SPF-1	SRR6127033	SRS2563072	Mouse gut 16S rRNA_V4 6L26	none	24-Oct-2016	C57BL/6N	biological replicate 427	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731998	MIGS/MIMS/MIMARKS.host-associated	SRX3239802	70L26	8	5	SPF-1	SRR6127032	SRS2563073	Mouse gut 16S rRNA_V4 70L26	none	24-Oct-2016	C57BL/6N	biological replicate 428	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731800	MIGS/MIMS/MIMARKS.host-associated	SRX3239804	309L13	13	9	SPF-1	SRR6127030	SRS2563075	Mouse gut 16S rRNA_V4 309L13	none	13-Apr-2015	OT2	biological replicate 230	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731791	MIGS/MIMS/MIMARKS.host-associated	SRX3239811	301L08	24	18	SPF-1	SRR6127023	SRS2563082	Mouse gut 16S rRNA_V4 301L08	none	21-Apr-2014	Tcrbd	biological replicate 221	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731792	MIGS/MIMS/MIMARKS.host-associated	SRX3239812	302L08	24	18	SPF-1	SRR6127022	SRS2563083	Mouse gut 16S rRNA_V4 302L08	none	21-Apr-2014	Tcrbd	biological replicate 222	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731709	MIMS.me	SRX3239813	184L19	8	6	SPF-6	SRR6127021	SRS2563084	Mouse gut 16S rRNA_V4 184L19	none	08-Feb-2016	C57BL/6N	biological replicate 139	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731710	MIGS/MIMS/MIMARKS.host-associated	SRX3239814	185L19	11	8	SPF-6	SRR6127020	SRS2563085	Mouse gut 16S rRNA_V4 185L19	none	08-Feb-2016	C57BL/6N	biological replicate 140	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731703	MIGS/MIMS/MIMARKS.host-associated	SRX3239815	17L26	6	4	SPF-1	SRR6127019	SRS2563086	Mouse gut 16S rRNA_V4 17L26	none	24-Oct-2016	muMT	biological replicate 133	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731704	MIGS/MIMS/MIMARKS.host-associated	SRX3239816	181L19	10	8	SPF-2	SRR6127018	SRS2563087	Mouse gut 16S rRNA_V4 181L19	none	08-Feb-2016	C57BL/6N	biological replicate 134	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731708	MIGS/MIMS/MIMARKS.host-associated	SRX3239820	183L19	10	8	SPF-6	SRR6127014	SRS2563091	Mouse gut 16S rRNA_V4 183L19	none	08-Feb-2016	C57BL/6N	biological replicate 138	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731706	MIGS/MIMS/MIMARKS.host-associated	SRX3239822	182L19	11	8	SPF-2	SRR6127012	SRS2563093	Mouse gut 16S rRNA_V4 182L19	none	08-Feb-2016	C57BL/6N	biological replicate 136	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731583	MIMS.me	SRX3239825	10L26	7	4	SPF-1	SRR6127009	SRS2563096	Mouse gut 16S rRNA_V4 10L26	none	24-Oct-2016	Rag2	biological replicate 13	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731584	MIGS/MIMS/MIMARKS.host-associated	SRX3239826	110L19	16	12	SPF-5	SRR6127008	SRS2563097	Mouse gut 16S rRNA_V4 110L19	none	08-Feb-2016	C57BL/6N	biological replicate 14	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731581	MIGS/MIMS/MIMARKS.host-associated	SRX3239827	108L19	22	16	SPF-1	SRR6127007	SRS2563098	Mouse gut 16S rRNA_V4 108L19	none	08-Feb-2016	C57BL/6N	biological replicate 11	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731582	MIGS/MIMS/MIMARKS.host-associated	SRX3239828	10L15	8	6	SPF-1	SRR6127006	SRS2563099	Mouse gut 16S rRNA_V4 10L15	none	05-Jun-2016	CD8	biological replicate 12	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731587	MIMS.me	SRX3239829	113L26	9	5	cSPF-2	SRR6127005	SRS2563100	Mouse gut 16S rRNA_V4 113L26	none	24-Oct-2016	C57BL/6N	biological replicate 17	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731588	MIGS/MIMS/MIMARKS.host-associated	SRX3239830	114L19	16	12	SPF-5	SRR6127004	SRS2563101	Mouse gut 16S rRNA_V4 114L19	none	08-Feb-2016	C57BL/6N	biological replicate 18	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731870	MIGS/MIMS/MIMARKS.host-associated	SRX3239831	351L13	16	12	SPF-1	SRR6127003	SRS2563102	Mouse gut 16S rRNA_V4 351L13	none	13-Apr-2015	CD4	biological replicate 300	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731866	MIGS/MIMS/MIMARKS.host-associated	SRX3239835	34L15	10	7	SPF-1	SRR6126999	SRS2563106	Mouse gut 16S rRNA_V4 34L15	none	05-Jun-2016	C57BL/6N	biological replicate 296	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731590	MIMS.me	SRX3239836	115L19	13	10	SPF-5	SRR6126998	SRS2563107	Mouse gut 16S rRNA_V4 115L19	none	08-Feb-2016	C57BL/6N	biological replicate 20	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731660	MIMS.me	SRX3239842	156L19	8	6	SPF-6	SRR6126992	SRS2563113	Mouse gut 16S rRNA_V4 156L19	none	08-Feb-2016	C57BL/6N	biological replicate 90	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
