ENA_LAST_UPDATE	Experiment	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	cage	collection_timestamp	gender	genotype	host_subject_id	life_stage	mouse	run_prefix	sex	timepoint	treatment	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package
10/29/17	ERX2239928	11113.1134	11/6/17	2	1	ERR2183761	ERS1986581	qiita_sid_11113:11113.1134	CM1	7/22/14	Male	c57	R25	juvenile	pup	run2	male	week_21_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239930	11113.1136	11/6/17	2	1	ERR2183763	ERS1986583	qiita_sid_11113:11113.1136	COM4	11/7/13	Male	IL10	N11	juvenile	pup	run2	male	week_21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239940	11113.126	11/6/17	1	1	ERR2183773	ERS1986593	qiita_sid_11113:11113.126	TBI02	7/29/13	Female	IL10	TBI02	adult	dam	run2	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239942	11113.129	11/6/17	2	1	ERR2183775	ERS1986595	qiita_sid_11113:11113.129	TBI04	7/29/13	Female	IL10	TBI04	adult	dam	run2	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239944	11113.131	11/6/17	2	1	ERR2183777	ERS1986597	qiita_sid_11113:11113.131	TBI06	7/29/13	Female	IL10	TBI06	adult	dam	run2	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239945	11113.132	11/6/17	2	1	ERR2183778	ERS1986598	qiita_sid_11113:11113.132	TBI07	7/29/13	Female	IL10	TBI07	adult	dam	run2	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239947	11113.134	11/6/17	2	1	ERR2183780	ERS1986600	qiita_sid_11113:11113.134	TBI09	7/29/13	Female	IL10	TBI09	adult	dam	run2	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239948	11113.152	11/6/17	2	1	ERR2183781	ERS1986601	qiita_sid_11113:11113.152	TBC01	2/6/14	Female	c57	TBC01	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239950	11113.154	11/6/17	2	1	ERR2183783	ERS1986603	qiita_sid_11113:11113.154	TBC03	2/6/14	Female	c57	TBC03	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239952	11113.156	11/6/17	2	1	ERR2183785	ERS1986605	qiita_sid_11113:11113.156	TBC05	2/6/14	Female	c57	TBC05	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239954	11113.158	11/6/17	3	1	ERR2183787	ERS1986607	qiita_sid_11113:11113.158	TBC07	2/6/14	Female	c57	TBC07	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239956	11113.161	11/6/17	3	2	ERR2183789	ERS1986609	qiita_sid_11113:11113.161	TBC09	2/6/14	Female	c57	TBC09	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239958	11113.163	11/6/17	2	1	ERR2183791	ERS1986611	qiita_sid_11113:11113.163	TBC11	2/6/14	Female	c57	TBC11	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239960	11113.165	11/6/17	3	1	ERR2183793	ERS1986613	qiita_sid_11113:11113.165	TBC13	2/6/14	Female	c57	TBC13	adult	dam	run2	female	gavage_D1	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239961	11113.166	11/6/17	3	1	ERR2183794	ERS1986614	qiita_sid_11113:11113.166	TBC01	2/7/14	Female	c57	TBC01	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239963	11113.168	11/6/17	2	1	ERR2183796	ERS1986616	qiita_sid_11113:11113.168	TBC03	2/7/14	Female	c57	TBC03	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239965	11113.17	11/6/17	2	1	ERR2183798	ERS1986618	qiita_sid_11113:11113.170	TBC05	2/7/14	Female	c57	TBC05	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239967	11113.172	11/6/17	3	1	ERR2183800	ERS1986620	qiita_sid_11113:11113.172	TBC07	2/7/14	Female	c57	TBC07	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239969	11113.174	11/6/17	2	1	ERR2183802	ERS1986622	qiita_sid_11113:11113.174	TBC09	2/7/14	Female	c57	TBC09	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239971	11113.176	11/6/17	2	1	ERR2183804	ERS1986624	qiita_sid_11113:11113.176	TBC11	2/7/14	Female	c57	TBC11	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239973	11113.178	11/6/17	2	1	ERR2183806	ERS1986626	qiita_sid_11113:11113.178	TBC13	2/7/14	Female	c57	TBC13	adult	dam	run2	female	gavage_D2	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239974	11113.179	11/6/17	3	2	ERR2183807	ERS1986627	qiita_sid_11113:11113.179	TBC01	2/9/14	Female	c57	TBC01	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239976	11113.181	11/6/17	4	2	ERR2183809	ERS1986629	qiita_sid_11113:11113.181	TBC03	2/9/14	Female	c57	TBC03	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239978	11113.183	11/6/17	4	2	ERR2183811	ERS1986631	qiita_sid_11113:11113.183	TBC05	2/9/14	Female	c57	TBC05	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239980	11113.185	11/6/17	5	3	ERR2183813	ERS1986633	qiita_sid_11113:11113.185	TBC07	2/9/14	Female	c57	TBC07	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239982	11113.187	11/6/17	5	3	ERR2183815	ERS1986635	qiita_sid_11113:11113.187	TBC09	2/9/14	Female	c57	TBC09	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239984	11113.189	11/6/17	3	2	ERR2183817	ERS1986637	qiita_sid_11113:11113.189	TBC11	2/9/14	Female	c57	TBC11	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239986	11113.191	11/6/17	4	2	ERR2183819	ERS1986639	qiita_sid_11113:11113.191	TBC13	2/9/14	Female	c57	TBC13	adult	dam	run2	female	gavage_D4	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239987	11113.192	11/6/17	4	2	ERR2183820	ERS1986640	qiita_sid_11113:11113.192	TBC01	2/10/14	Female	c57	TBC01	adult	dam	run2	female	gavage_D5	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239988	11113.289	11/6/17	3	1	ERR2183821	ERS1986641	qiita_sid_11113:11113.289	TBC07	4/16/14	Female	c57	TBC07	adult	dam	run2	female	week_8_cecal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239990	11113.291	11/6/17	3	2	ERR2183823	ERS1986643	qiita_sid_11113:11113.291	TBC09	4/16/14	Female	c57	TBC09	adult	dam	run2	female	week_8_cecal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239992	11113.293	11/6/17	3	2	ERR2183825	ERS1986645	qiita_sid_11113:11113.293	TBC11	4/16/14	Female	c57	TBC11	adult	dam	run2	female	week_8_cecal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239994	11113.295	11/6/17	2	1	ERR2183827	ERS1986647	qiita_sid_11113:11113.295	TBC13	4/16/14	Female	c57	TBC13	adult	dam	run2	female	week_8_cecal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239995	11113.296	11/6/17	2	1	ERR2183828	ERS1986648	qiita_sid_11113:11113.296	TBC01	4/16/14	Female	c57	TBC01	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239997	11113.298	11/6/17	2	1	ERR2183830	ERS1986650	qiita_sid_11113:11113.298	TBC03	4/16/14	Female	c57	TBC03	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2239999	11113.3	11/6/17	2	1	ERR2183832	ERS1986652	qiita_sid_11113:11113.300	TBC05	4/16/14	Female	c57	TBC05	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240001	11113.302	11/6/17	3	1	ERR2183834	ERS1986654	qiita_sid_11113:11113.302	TBC07	4/16/14	Female	c57	TBC07	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240003	11113.304	11/6/17	2	1	ERR2183836	ERS1986656	qiita_sid_11113:11113.304	TBC09	4/16/14	Female	c57	TBC09	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240005	11113.306	11/6/17	2	1	ERR2183838	ERS1986658	qiita_sid_11113:11113.306	TBC11	4/16/14	Female	c57	TBC11	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240007	11113.308	11/6/17	2	1	ERR2183840	ERS1986660	qiita_sid_11113:11113.308	TBC13	4/16/14	Female	c57	TBC13	adult	dam	run2	female	week_8_Ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240023	11113.324	11/6/17	2	1	ERR2183856	ERS1986676	qiita_sid_11113:11113.324	CM1	3/4/14	Male	c57	R17	juvenile	pup	run2	male	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240024	11113.325	11/6/17	2	1	ERR2183857	ERS1986677	qiita_sid_11113:11113.325	CF1	3/4/14	Female	c57	R18	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240025	11113.326	11/6/17	2	1	ERR2183858	ERS1986678	qiita_sid_11113:11113.326	CF2	3/4/14	Female	c57	R19	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240026	11113.327	11/6/17	3	1	ERR2183859	ERS1986679	qiita_sid_11113:11113.327	CF2	3/4/14	Female	c57	R20	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240027	11113.328	11/6/17	2	1	ERR2183860	ERS1986680	qiita_sid_11113:11113.328	CF1	3/4/14	Female	c57	R21	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240028	11113.329	11/6/17	2	1	ERR2183861	ERS1986681	qiita_sid_11113:11113.329	CF2	3/4/14	Female	c57	R22	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240029	11113.33	11/6/17	3	2	ERR2183862	ERS1986682	qiita_sid_11113:11113.330	CF1	3/4/14	Female	c57	R23	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240030	11113.331	11/6/17	2	1	ERR2183863	ERS1986683	qiita_sid_11113:11113.331	CF1	3/4/14	Female	c57	R24	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240031	11113.333	11/6/17	2	1	ERR2183864	ERS1986684	qiita_sid_11113:11113.333	CM1	3/4/14	Male	c57	R25	juvenile	pup	run2	male	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240032	11113.334	11/6/17	2	1	ERR2183865	ERS1986685	qiita_sid_11113:11113.334	CF2	3/4/14	Female	c57	R26	juvenile	pup	run2	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/29/17	ERX2240033	11113.335	11/6/17	2	1	ERR2183866	ERS1986686	qiita_sid_11113:11113.335	CM1	3/4/14	Male	c57	R27	juvenile	pup	run2	male	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
